character,movie,mbti,href,year,notes,id,mbti_vote,mbti_count,big5_vote,big5_count
Charles Kaznyk,super 8,ENTP,https://www.personality-database.com/profile/36160/charles-kaznyk-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ENTP(7),11 Votes,XXXX(0),0 Votes
Donny,super 8,ESFP,https://www.personality-database.com/profile/209669/donny-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ESFP(1),1 Votes,XXXX(0),0 Votes
Louis Dainard,super 8,ESFP,https://www.personality-database.com/profile/209666/louis-dainard-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ESFP(2),2 Votes,XXXX(0),0 Votes
Jackson Lamb,super 8,ESTJ,https://www.personality-database.com/profile/36161/jackson-lamb-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ESTJ(6),9 Votes,XXXX(0),0 Votes
Joe Lamb,super 8,INFP,https://www.personality-database.com/profile/36158/joe-lamb-super-8-2011-mbti-personality-type,2011.0,,1650062.0,INFP(14),15 Votes,XXXX(0),0 Votes
Preston,super 8,INTP,https://www.personality-database.com/profile/209667/preston-super-8-2011-mbti-personality-type,2011.0,,1650062.0,INTP(1),1 Votes,XXXX(0),0 Votes
Alice Dainard,super 8,ISFP,https://www.personality-database.com/profile/36159/alice-dainard-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ISFP(9),10 Votes,XXXX(0),0 Votes
Dr Woodward,super 8,ISTJ,https://www.personality-database.com/profile/209671/dr-woodward-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
Martin,super 8,ISTJ,https://www.personality-database.com/profile/209668/martin-super-8-2011-mbti-personality-type,2011.0,,1650062.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
Charlie Stoker,stoker,ENTP,https://www.personality-database.com/profile/30681/charlie-stoker-stoker-2013-mbti-personality-type,2013.0,,1682180.0,ENTP(16),23 Votes,SCOAI(2),3 Votes
India Stoker,stoker,INTJ,https://www.personality-database.com/profile/30680/india-stoker-stoker-2013-mbti-personality-type,2013.0,,1682180.0,INTJ(46),91 Votes,RCOEI(7),7 Votes
Sally Albright,when harry met sally...,ISFJ,https://www.personality-database.com/profile/28079/sally-albright-when-harry-met-sally-1989-mbti-personality-type,1989.0,,98635.0,ISFJ(43),89 Votes,SCOAN(4),6 Votes
Jess,when harry met sally...,ISTP,https://www.personality-database.com/profile/198893/jess-when-harry-met-sally-1989-mbti-personality-type,1989.0,,98635.0,ISTP(5),6 Votes,XXXX(0),0 Votes
Matt Kowalski,gravity,ENTP,https://www.personality-database.com/profile/23469/matt-kowalski-gravity-2013-mbti-personality-type,2013.0,,1454468.0,ENTP(15),17 Votes,XXXX(0),0 Votes
Ryan Stone,gravity,INFJ,https://www.personality-database.com/profile/23468/ryan-stone-gravity-2013-mbti-personality-type,2013.0,,1454468.0,INFJ(16),22 Votes,XXXX(0),0 Votes
Seaman Jones,the hunt for red october,ENTP,https://www.personality-database.com/profile/20392/seaman-jones-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ENTP(3),3 Votes,XXXX(0),0 Votes
Doctor Petrov,the hunt for red october,ESFJ,https://www.personality-database.com/profile/20785/doctor-petrov-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ESFJ(1),1 Votes,XXXX(0),0 Votes
Jeffrey Pelt,the hunt for red october,ESTJ,https://www.personality-database.com/profile/20396/jeffrey-pelt-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Captain Tupolev,the hunt for red october,ESTJ,https://www.personality-database.com/profile/20394/captain-tupolev-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Admiral Painter,the hunt for red october,ESTJ,https://www.personality-database.com/profile/20393/admiral-painter-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ESTJ(2),2 Votes,XXXX(0),0 Votes
Admiral James Greer,the hunt for red october,ESTJ,https://www.personality-database.com/profile/20389/admiral-james-greer-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ESTJ(3),3 Votes,XXXX(0),0 Votes
Marko Ramius,the hunt for red october,INTJ,https://www.personality-database.com/profile/20388/marko-ramius-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,INTJ(8),11 Votes,RCOEI(1),1 Votes
Jack Ryan,the hunt for red october,INTP,https://www.personality-database.com/profile/20387/jack-ryan-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,INTP(12),14 Votes,RCOAI(1),1 Votes
Vasili Borodin,the hunt for red october,ISFJ,https://www.personality-database.com/profile/20395/vasili-borodin-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ISFJ(4),4 Votes,XXXX(0),0 Votes
Bart Mancuso,the hunt for red october,ISTJ,https://www.personality-database.com/profile/20391/bart-mancuso-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ISTJ(3),3 Votes,XXXX(0),0 Votes
Skip Tyler,the hunt for red october,ISTP,https://www.personality-database.com/profile/20390/skip-tyler-the-hunt-for-red-october-1990-mbti-personality-type,1990.0,,99810.0,ISTP(1),1 Votes,XXXX(0),0 Votes
Joe Chandler,manchester by the sea,ENTP,https://www.personality-database.com/profile/20055/joe-chandler-manchester-by-the-sea-2016-mbti-personality-type,2016.0,,4034228.0,ENTP(6),7 Votes,XXXX(0),0 Votes
Patrick Chandler,manchester by the sea,ESFP,https://www.personality-database.com/profile/20053/patrick-chandler-manchester-by-the-sea-2016-mbti-personality-type,2016.0,,4034228.0,ESFP(15),28 Votes,SLUEI(2),2 Votes
Elise Chandler,manchester by the sea,ISFJ,https://www.personality-database.com/profile/20057/elise-chandler-manchester-by-the-sea-2016-mbti-personality-type,2016.0,,4034228.0,ISFJ(3),5 Votes,XXXX(0),0 Votes
Randi Chandler,manchester by the sea,ISFJ,https://www.personality-database.com/profile/20054/randi-chandler-manchester-by-the-sea-2016-mbti-personality-type,2016.0,,4034228.0,ISFJ(10),11 Votes,XXXX(0),0 Votes
Lee Chandler,manchester by the sea,ISTP,https://www.personality-database.com/profile/5998/lee-chandler-manchester-by-the-sea-2016-mbti-personality-type,2016.0,,4034228.0,ISTP(54),61 Votes,RLUEN(4),7 Votes
Ben Bradlee,the post,ENTP,https://www.personality-database.com/profile/10614/ben-bradlee-the-post-2017-mbti-personality-type,2017.0,,6294822.0,ENTP(1),1 Votes,XXXX(0),0 Votes
Kay Graham,the post,ISFJ,https://www.personality-database.com/profile/10613/kay-graham-the-post-2017-mbti-personality-type,2017.0,,6294822.0,ISFJ(2),3 Votes,XXXX(0),0 Votes
Dark Helmet,spaceballs,ENTP,https://www.personality-database.com/profile/4745/dark-helmet-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ENTP(14),19 Votes,SLOEN(1),1 Votes
Barf,spaceballs,ESFP,https://www.personality-database.com/profile/4743/barf-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ESFP(10),10 Votes,XXXX(0),0 Votes
President Skroob,spaceballs,ESFP,https://www.personality-database.com/profile/4744/president-skroob-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ESFP(4),8 Votes,XXXX(0),0 Votes
Yogurt,spaceballs,INFJ,https://www.personality-database.com/profile/24582/yogurt-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,INFJ(5),8 Votes,XXXX(0),0 Votes
Radar Technician,spaceballs,INTP,https://www.personality-database.com/profile/24583/radar-technician-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,INTP(4),4 Votes,XXXX(0),0 Votes
Dot Matrix,spaceballs,ISFJ,https://www.personality-database.com/profile/4746/dot-matrix-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ISFJ(5),6 Votes,XXXX(0),0 Votes
Prince Valium,spaceballs,ISFP,https://www.personality-database.com/profile/6961/prince-valium-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ISFP(2),3 Votes,XXXX(0),0 Votes
Major Asshole,spaceballs,ISTJ,https://www.personality-database.com/profile/33487/major-asshole-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ISTJ(2),3 Votes,XXXX(0),0 Votes
Colonel Sandurz,spaceballs,ISTJ,https://www.personality-database.com/profile/24584/colonel-sandurz-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ISTJ(4),6 Votes,XXXX(0),0 Votes
Lone Starr,spaceballs,ISTP,https://www.personality-database.com/profile/4741/lone-starr-spaceballs-1987-mbti-personality-type,1987.0,,94012.0,ISTP(11),15 Votes,XXXX(0),0 Votes
Professor Plum,clue,ENTP,https://www.personality-database.com/profile/543/professor-plum-clue-1985-mbti-personality-type,1985.0,,88930.0,ENTP(14),17 Votes,XXXX(0),0 Votes
Mrs. Peacock,clue,ESFJ,https://www.personality-database.com/profile/546/mrs-peacock-clue-1985-mbti-personality-type,1985.0,,88930.0,ESFJ(19),22 Votes,XXXX(0),0 Votes
Mr. Green,clue,ESTJ,https://www.personality-database.com/profile/547/mr-green-clue-1985-mbti-personality-type,1985.0,,88930.0,ESTJ(11),19 Votes,XXXX(0),0 Votes
Ms. Scarlet,clue,ESTP,https://www.personality-database.com/profile/545/ms-scarlet-clue-1985-mbti-personality-type,1985.0,,88930.0,ESTP(20),25 Votes,SCUAN(1),1 Votes
Cher Horowitz,clueless,ESFJ,https://www.personality-database.com/profile/18378/cher-horowitz-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESFJ(609),768 Votes,SLOAN(48),100 Votes
Summer,clueless,ESFJ,https://www.personality-database.com/profile/507567/summer-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESFJ(4),4 Votes,SCOAI(1),1 Votes
Dionne Davenport,clueless,ESFP,https://www.personality-database.com/profile/18379/dionne-davenport-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESFP(102),136 Votes,SCUEN(9),10 Votes
Travis Birkenstock,clueless,ESFP,https://www.personality-database.com/profile/178286/travis-birkenstock-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESFP(28),46 Votes,SLUAN(2),3 Votes
Christian Stovitz,clueless,ESFP,https://www.personality-database.com/profile/70570/christian-stovitz-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESFP(41),53 Votes,XXXX(0),0 Votes
Murray DuVall,clueless,ESFP,https://www.personality-database.com/profile/18382/murray-duvall-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESFP(41),44 Votes,SCUEN(2),2 Votes
Melvin “Mel” Horowitz,clueless,ESTJ,https://www.personality-database.com/profile/100002/melvin-mel-horowitz-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESTJ(51),53 Votes,SLOEI(1),1 Votes
Amber Mariens,clueless,ESTP,https://www.personality-database.com/profile/131981/amber-mariens-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESTP(35),42 Votes,SLUEN(1),1 Votes
Elton Tiscia,clueless,ESTP,https://www.personality-database.com/profile/118506/elton-tiscia-clueless-1995-mbti-personality-type,1995.0,,112697.0,ESTP(28),48 Votes,XXXX(0),0 Votes
Josh Lucas,clueless,INFJ,https://www.personality-database.com/profile/18380/josh-lucas-clueless-1995-mbti-personality-type,1995.0,,112697.0,INFJ(129),246 Votes,RCUAI(5),5 Votes
Miss Geist,clueless,ISFJ,https://www.personality-database.com/profile/244059/miss-geist-clueless-1995-mbti-personality-type,1995.0,,112697.0,ISFJ(11),14 Votes,XXXX(0),0 Votes
Tai Frasier,clueless,ISFP,https://www.personality-database.com/profile/18381/tai-frasier-clueless-1995-mbti-personality-type,1995.0,,112697.0,ISFP(101),137 Votes,SLUAI(4),11 Votes
Mr. Hall,clueless,ISTJ,https://www.personality-database.com/profile/253483/mr-hall-clueless-1995-mbti-personality-type,1995.0,,112697.0,ISTJ(14),14 Votes,XXXX(0),0 Votes
Ms. Stoeger,clueless,ISTP,https://www.personality-database.com/profile/253616/ms-stoeger-clueless-1995-mbti-personality-type,1995.0,,112697.0,ISTP(7),8 Votes,XXXX(0),0 Votes
Claire Standish,the breakfast club,ESFJ,https://www.personality-database.com/profile/2922/claire-standish-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ESFJ(265),339 Votes,SCOAN(19),25 Votes
"Richard ""Dick"" Vernon",the breakfast club,ESTJ,https://www.personality-database.com/profile/2927/richard-dick-vernon-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ESTJ(118),121 Votes,SLOEN(5),5 Votes
John Bender,the breakfast club,ESTP,https://www.personality-database.com/profile/2924/john-bender-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ESTP(333),388 Votes,SLUEN(24),30 Votes
Mr. Clark,the breakfast club,ESTP,https://www.personality-database.com/profile/602206/mr-clark-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ESTP(2),2 Votes,XXXX(0),0 Votes
Brian Johnson,the breakfast club,ISFJ,https://www.personality-database.com/profile/2925/brian-johnson-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ISFJ(332),522 Votes,RLOAI(19),34 Votes
"Andrew ""Andy"" Clark",the breakfast club,ISFJ,https://www.personality-database.com/profile/2926/andrew-andy-clark-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ISFJ(153),238 Votes,RCOAN(6),12 Votes
Allison Reynolds,the breakfast club,ISFP,https://www.personality-database.com/profile/2923/allison-reynolds-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ISFP(462),613 Votes,RLUEI(47),61 Votes
Carl Reed,the breakfast club,ISTP,https://www.personality-database.com/profile/41551/carl-reed-the-breakfast-club-1985-mbti-personality-type,1985.0,,88847.0,ISTP(40),46 Votes,RCUAN(3),3 Votes
Robert Paulson (Bob),fight club,ESFJ,https://www.personality-database.com/profile/52469/robert-paulson-bob-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ESFJ(114),120 Votes,SLUAN(3),3 Votes
Marla Singer,fight club,ESFP,https://www.personality-database.com/profile/6820/marla-singer-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ESFP(297),452 Votes,SLUEN(28),44 Votes
Richard Chesler,fight club,ESTJ,https://www.personality-database.com/profile/134892/richard-chesler-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ESTJ(47),53 Votes,SCOEN(2),3 Votes
Lou,fight club,ESTJ,https://www.personality-database.com/profile/299206/lou-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ESTJ(10),15 Votes,SLOEN(2),2 Votes
Tyler Durden,fight club,ESTP,https://www.personality-database.com/profile/6818/tyler-durden-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ESTP(2312),4693 Votes,SCUEI(207),302 Votes
The Narrator,fight club,ISFJ,https://www.personality-database.com/profile/6817/the-narrator-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ISFJ(809),1732 Votes,RLOAN(60),118 Votes
Raymond K. Hessel,fight club,ISFJ,https://www.personality-database.com/profile/1587414/raymond-k-hessel-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ISFJ(4),5 Votes,RLOAN(1),1 Votes
Angel Face,fight club,ISFP,https://www.personality-database.com/profile/188192/angel-face-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ISFP(35),41 Votes,RCUEN(1),1 Votes
Chloe,fight club,ISFP,https://www.personality-database.com/profile/134890/chloe-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ISFP(30),31 Votes,SLUAI(2),2 Votes
Detective Stern,fight club,ISTJ,https://www.personality-database.com/profile/549743/detective-stern-fight-club-1999-mbti-personality-type,1999.0,,137523.0,ISTJ(4),6 Votes,XXXX(0),0 Votes
Ted Maltin,jingle all the way,ESFJ,https://www.personality-database.com/profile/132794/ted-maltin-jingle-all-the-way-1996-mbti-personality-type,1996.0,,116705.0,ESFJ(8),8 Votes,SLUEI(1),1 Votes
Myron Larabee,jingle all the way,ESFP,https://www.personality-database.com/profile/132792/myron-larabee-jingle-all-the-way-1996-mbti-personality-type,1996.0,,116705.0,ESFP(6),9 Votes,XXXX(0),0 Votes
Ruth C.,never let me go,ESFJ,https://www.personality-database.com/profile/75023/ruth-c-never-let-me-go-2010-mbti-personality-type,2010.0,,1334260.0,ESFJ(15),25 Votes,XXXX(0),0 Votes
Kathy H.,never let me go,INFJ,https://www.personality-database.com/profile/75021/kathy-h-never-let-me-go-2010-mbti-personality-type,2010.0,,1334260.0,INFJ(31),43 Votes,XXXX(0),0 Votes
Tommy D.,never let me go,INFP,https://www.personality-database.com/profile/75022/tommy-d-never-let-me-go-2010-mbti-personality-type,2010.0,,1334260.0,INFP(31),46 Votes,XXXX(0),0 Votes
Margaret White,carrie,ESFJ,https://www.personality-database.com/profile/11354/margaret-white-carrie-1976-mbti-personality-type,1976.0,,74285.0,ESFJ(39),57 Votes,SLOEN(5),10 Votes
Tommy Ross,carrie,ESFP,https://www.personality-database.com/profile/30184/tommy-ross-carrie-1976-mbti-personality-type,1976.0,,74285.0,ESFP(21),28 Votes,SCUAN(3),3 Votes
Norma Watson,carrie,ESFP,https://www.personality-database.com/profile/30185/norma-watson-carrie-1976-mbti-personality-type,1976.0,,74285.0,ESFP(8),13 Votes,SCUEN(2),3 Votes
Ms. Collins,carrie,ESTJ,https://www.personality-database.com/profile/76875/ms-collins-carrie-1976-mbti-personality-type,1976.0,,74285.0,ESTJ(18),22 Votes,SCOAN(2),3 Votes
Billy Nolan,carrie,ESTP,https://www.personality-database.com/profile/62033/billy-nolan-carrie-1976-mbti-personality-type,1976.0,,74285.0,ESTP(12),16 Votes,SLUEN(2),2 Votes
Chris Hargensen,carrie,ESTP,https://www.personality-database.com/profile/30253/chris-hargensen-carrie-1976-mbti-personality-type,1976.0,,74285.0,ESTP(24),30 Votes,SLUEN(3),4 Votes
Jack,last night in soho,ESTJ,https://www.personality-database.com/profile/328472/jack-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,ESTJ(27),39 Votes,SCOEN(2),3 Votes
Carol,last night in soho,ESTP,https://www.personality-database.com/profile/420263/carol-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,ESTP(3),3 Votes,XXXX(0),0 Votes
Jocasta Thompson,last night in soho,ESTP,https://www.personality-database.com/profile/255918/jocasta-thompson-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,ESTP(39),67 Votes,SCUEI(2),5 Votes
"Eloise ""Ellie"" Turner",last night in soho,INFP,https://www.personality-database.com/profile/255915/eloise-ellie-turner-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,INFP(137),170 Votes,RLOAI(6),9 Votes
Cami,last night in soho,ISFP,https://www.personality-database.com/profile/455455/cami-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,ESFP(1),2 Votes,XXXX(0),0 Votes
Lindsay,last night in soho,ISTP,https://www.personality-database.com/profile/426464/lindsay-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,ISTP(6),13 Votes,XXXX(0),0 Votes
Ashley,last night in soho,ISTP,https://www.personality-database.com/profile/420262/ashley-last-night-in-soho-2021-mbti-personality-type,2021.0,,9639470.0,ISTP(1),1 Votes,XXXX(0),0 Votes
Raoul de Chagny,the phantom of the opera,ESFJ,https://www.personality-database.com/profile/235325/raoul-de-chagny-the-phantom-of-the-opera-2004-mbti-personality-type,2004.0,,293508.0,ESFJ(16),23 Votes,SCOAN(1),1 Votes
Ubaldo Piangi,the phantom of the opera,ESFP,https://www.personality-database.com/profile/283857/ubaldo-piangi-the-phantom-of-the-opera-2004-mbti-personality-type,2004.0,,293508.0,ESFP(1),1 Votes,XXXX(0),0 Votes
Carlotta Giudicelli,the phantom of the opera,ESTJ,https://www.personality-database.com/profile/253912/carlotta-giudicelli-the-phantom-of-the-opera-2004-mbti-personality-type,2004.0,,293508.0,ESTJ(6),11 Votes,XXXX(0),0 Votes
